X,Y,Z,object_name
46.74115161,11.35637812,6.941297102,American_Beech.usd
84.70244036,58.90874284,4.717761257,American_Beech.usd
94.38337923,30.09256523,0.59558142,Blue_Berry_Elder.usd
36.91730387,95.80829566,14.0073922,Common_Apple.usd
48.83394108,48.97691537,11.30931937,American_Beech.usd
48.93905922,78.84818969,10.87889075,American_Beech.usd
72.24522004,62.94539229,6.976982564,American_Beech.usd
72.45332046,62.61012385,6.954281255,Blue_Berry_Elder.usd
99.69131404,58.93729483,1.900186497,Golden_Chain.usd
89.7637178,30.11884066,1.109273061,Fraxinus.usd
4.334619205,51.24752396,11.1153219,American_Beech.usd
4.510844852,51.51700258,11.1794796,Blue_Berry_Elder.usd
4.487801053,51.83174225,11.32330529,Golden_Chain.usd
98.30601438,18.7886719,-0.050728912,Common_Apple.usd
83.08869436,61.53959516,5.059544289,American_Beech.usd
41.67093108,82.75623852,11.18121977,Fraxinus.usd
71.21417191,67.90929918,7.180424577,Fraxinus.usd
25.02425828,83.68790632,13.77179369,Fraxinus.usd
87.28430134,33.19649394,2.112666182,Fraxinus.usd
20.78457654,28.80952734,9.722535896,American_Beech.usd
41.63958071,55.31780448,10.38350982,Golden_Chain.usd
41.20843515,55.19465441,10.35001753,Fraxinus.usd
41.41267128,54.64925812,10.3500117,Fraxinus.usd
52.20694671,81.17049136,10.77617742,American_Beech.usd
49.58393494,57.69121204,12.08292161,Common_Apple.usd
70.45856778,52.04019251,6.84074687,Fraxinus.usd
21.06840106,39.7844014,9.235307202,Fraxinus.usd
24.22937667,54.31497176,9.744250753,Golden_Chain.usd
24.48787443,54.29966066,9.720502642,Fraxinus.usd
60.62332982,99.21742625,9.686056135,American_Beech.usd
69.47024481,33.59753908,5.79486558,American_Beech.usd
42.77213857,92.09563544,11.68597324,Common_Apple.usd
18.78357281,24.8102342,10.00933488,Fraxinus.usd
85.39078479,50.93768717,3.757900417,American_Beech.usd
2.471333302,39.7915298,9.067836313,Blue_Berry_Elder.usd
50.78987887,56.3501849,12.32262601,Blue_Berry_Elder.usd
95.65877885,4.442451149,0.871023178,Blue_Berry_Elder.usd
49.34661994,58.10568936,12.01223533,Blue_Berry_Elder.usd
65.02782279,6.232964833,3.716972893,American_Beech.usd
93.23855692,33.57973082,1.138238192,American_Beech.usd
67.54404655,97.39240218,8.408260373,Fraxinus.usd
8.066067875,93.23569279,18.56785905,Common_Apple.usd
91.62082852,70.93446472,3.67383916,American_Beech.usd
49.7967153,98.37699596,11.20396575,American_Beech.usd
31.79316842,57.78163824,9.575326926,Fraxinus.usd
31.82335538,58.17736452,9.589468568,Fraxinus.usd
90.19054096,53.81920264,3.37756985,Fraxinus.usd
90.08362017,54.06160715,3.423561606,Blue_Berry_Elder.usd
63.20156945,37.29153593,6.321158212,Fraxinus.usd
72.46749861,93.52605947,6.632440788,Fraxinus.usd
51.16388335,50.89693793,11.63002861,Common_Apple.usd
43.94542606,44.55565361,10.37453813,American_Beech.usd
74.60401534,35.70612303,5.507888373,Fraxinus.usd
75.78608472,68.16111731,5.998195938,Common_Apple.usd
6.205782106,57.58241494,13.41285501,Blue_Berry_Elder.usd
34.68155425,92.1956838,13.70308251,American_Beech.usd
85.83427439,92.67893151,4.056683582,Fraxinus.usd
24.38185839,30.82569873,9.636078721,Golden_Chain.usd
24.50385575,31.09166059,9.621315994,Golden_Chain.usd
13.19925322,20.9039579,9.978510458,Golden_Chain.usd
98.92274004,58.4502696,2.057166639,Blue_Berry_Elder.usd
98.64538457,58.5540652,2.142082514,Golden_Chain.usd
57.71940349,26.25797397,5.925010193,Golden_Chain.usd
57.82117498,26.53104458,5.925624916,Golden_Chain.usd
57.32871944,25.89895935,5.926410097,Common_Apple.usd
76.39149685,54.7575998,6.185097994,Fraxinus.usd
69.0287815,52.19249154,7.202725489,Golden_Chain.usd
69.53514987,8.588047521,3.336492458,American_Beech.usd
89.74550297,90.73349775,3.39647501,Fraxinus.usd
64.96492539,45.41274856,7.142686336,Golden_Chain.usd
7.312820158,55.74738965,12.32794676,American_Beech.usd
7.328179133,55.38105254,12.13553565,Fraxinus.usd
81.06843861,7.062604593,2.656265988,Blue_Berry_Elder.usd
75.88139483,23.52598986,4.664130702,American_Beech.usd
49.47086672,70.3380381,11.22185059,Fraxinus.usd
92.0499814,2.444460425,1.902435334,Common_Apple.usd
63.22004848,9.550616984,4.10925502,Common_Apple.usd
63.48516835,55.50886087,9.379596572,Fraxinus.usd
70.6860105,13.06329013,3.610401278,Common_Apple.usd
70.84064548,13.14939613,3.607934275,American_Beech.usd
43.47686102,94.91441021,12.03149507,Fraxinus.usd
86.24821405,88.72414525,3.984772268,American_Beech.usd
88.66787764,72.89353555,3.889374387,Fraxinus.usd
27.96017565,90.65068859,14.39086041,Golden_Chain.usd
13.62166835,88.3886186,16.34703355,Fraxinus.usd
19.44292133,75.63976402,13.82782633,American_Beech.usd
8.203142341,36.67614979,9.249432762,Blue_Berry_Elder.usd
8.642532292,36.70928457,9.246895162,Fraxinus.usd
3.037190753,4.460535505,9.921638874,Common_Apple.usd
101.4485668,62.7597283,1.758064498,Common_Apple.usd
101.4088986,63.01398749,1.784676316,American_Beech.usd
17.44245977,13.87833647,11.71082541,Common_Apple.usd
92.65535306,78.96799836,3.080334176,American_Beech.usd
82.21184546,4.773762141,3.037633749,Golden_Chain.usd
72.79735035,33.30352874,5.575223656,Common_Apple.usd
81.65817017,52.64333294,4.674638561,Blue_Berry_Elder.usd
75.9712022,33.7389918,5.041805718,Common_Apple.usd
42.26920367,90.58931483,11.55097965,American_Beech.usd
43.0175215,49.50114655,10.37824042,Fraxinus.usd
60.73801432,57.26956389,10.50986627,Common_Apple.usd
57.52416026,-1.7648,4.527222752,Common_Apple.usd
53.66527855,94.58367201,10.28252332,Blue_Berry_Elder.usd
47.30921979,99.48043801,12.1366588,Fraxinus.usd
81.9240523,76.25046099,5.215883901,Golden_Chain.usd
94.75045191,93.83506079,2.80573184,Fraxinus.usd
15.69870902,36.60922452,9.258831555,Common_Apple.usd
15.4812352,36.74826145,9.259159531,Blue_Berry_Elder.usd
16.02576354,36.66472713,9.248041,Golden_Chain.usd
40.57825425,45.38691039,9.90506086,Common_Apple.usd
92.64650262,33.24007182,1.237084061,Golden_Chain.usd
78.04396033,43.72098069,4.956950924,Common_Apple.usd
67.81089905,63.69805216,8.698970005,Common_Apple.usd
68.15833313,64.01988012,8.529952741,Golden_Chain.usd
20.9463907,29.27391988,9.683669417,Common_Apple.usd
95.18265136,20.80581158,0.116381717,Fraxinus.usd
73.16200039,21.20296678,4.80533156,Blue_Berry_Elder.usd
73.48592442,21.26710424,4.735414842,Common_Apple.usd
80.68841262,42.86353104,4.237783595,Common_Apple.usd
61.02522212,90.68855309,9.657658521,Common_Apple.usd
62.5845165,32.87645383,5.979442579,Common_Apple.usd
82.63919888,67.97842248,5.022954327,Blue_Berry_Elder.usd
100.0061677,64.58753859,2.260724699,Golden_Chain.usd
74.24560005,56.45706615,6.570717748,Fraxinus.usd
41.97231293,76.57174817,11.04691955,Blue_Berry_Elder.usd
18.30366473,25.25205768,9.908877557,Golden_Chain.usd
89.6336866,63.8011093,3.947576182,Common_Apple.usd
18.4591909,20.94358641,10.49052449,Common_Apple.usd
86.81719606,20.71741358,1.25099601,Fraxinus.usd
75.00032051,57.25168967,6.602662634,Blue_Berry_Elder.usd
98.08950067,12.18031748,0.197811814,Common_Apple.usd
79.87907173,75.16300984,5.377124135,American_Beech.usd
61.63948285,31.66106423,5.937632497,Common_Apple.usd
69.24345277,95.70172517,8.000236537,Golden_Chain.usd
79.20777783,15.56267682,2.725492509,Fraxinus.usd
33.27476581,60.79221196,9.708857839,Golden_Chain.usd
94.83359199,66.00881547,3.295055432,American_Beech.usd
9.580122862,88.54501656,17.34189447,Common_Apple.usd
14.79353108,96.94641471,17.25489948,Fraxinus.usd
14.86623886,96.93251348,17.23878217,Fraxinus.usd
64.01681101,49.99358647,7.785306157,Common_Apple.usd
84.09331919,10.87716292,1.821495558,American_Beech.usd
98.53851618,57.75478206,2.040200628,Common_Apple.usd
98.94305241,57.42008268,1.83284898,Fraxinus.usd
99.00437887,57.81661319,1.901772663,American_Beech.usd
98.52618925,58.12203637,2.102734228,Blue_Berry_Elder.usd
99.40141161,57.53664308,1.762477281,Blue_Berry_Elder.usd
85.80705618,53.76352264,4.132342715,Blue_Berry_Elder.usd
82.73485763,65.75510487,5.097094093,Fraxinus.usd
78.97626024,3.258494123,3.218599717,Common_Apple.usd
51.73074821,52.06201568,11.73149748,Blue_Berry_Elder.usd
3.550519874,4.453940384,9.954042481,Blue_Berry_Elder.usd
3.324707524,4.412198765,9.939926599,Golden_Chain.usd
76.25325266,27.96238281,5.022728815,Common_Apple.usd
76.18890906,27.84228969,5.028742201,Fraxinus.usd
21.78434803,38.72997998,9.304335243,American_Beech.usd
13.63257397,72.22253696,14.79778366,American_Beech.usd
13.60879469,72.43509696,14.84483592,American_Beech.usd
88.15452345,59.53849613,4.164830784,American_Beech.usd
11.7955168,82.32934194,16.14054999,Golden_Chain.usd
68.62655941,32.00813262,5.645224908,Golden_Chain.usd
68.85684335,31.74119475,5.655819317,Golden_Chain.usd
26.24265032,72.90426366,12.34057757,Fraxinus.usd
86.81229519,52.02931621,3.835759674,Common_Apple.usd
80.66294434,25.23874401,4.112106492,Fraxinus.usd
64.66634168,67.95369458,9.879654885,Blue_Berry_Elder.usd
64.11456739,68.38115553,10.03049345,American_Beech.usd
64.03606713,68.06132059,10.07009086,Golden_Chain.usd
64.27925353,68.21627562,9.988211556,Fraxinus.usd
69.70682105,28.02469674,5.444285716,Blue_Berry_Elder.usd
70.37274435,60.60322568,7.660984763,Fraxinus.usd
86.17005246,101.8897028,4.267796231,Blue_Berry_Elder.usd
20.64154535,21.29745525,10.74280044,American_Beech.usd
63.18821892,83.35033657,8.96461355,American_Beech.usd
93.85332236,9.679490223,1.187495262,Fraxinus.usd
89.15752799,14.90617953,0.977232995,Blue_Berry_Elder.usd
68.55231197,89.87085134,7.532947494,Common_Apple.usd
5.351187271,78.90333578,16.96913312,Blue_Berry_Elder.usd
78.1852592,6.907186095,2.690151706,Golden_Chain.usd
53.22304925,53.9164024,11.80896625,Fraxinus.usd
73.51911702,20.77952549,4.648410689,Fraxinus.usd
92.96675691,25.31475548,0.561863093,Fraxinus.usd
77.74175065,85.433999,5.181691526,Common_Apple.usd
61.77139887,95.58010994,9.313365282,American_Beech.usd
29.14173474,36.27683308,9.420923103,American_Beech.usd
68.85603377,6.384224782,3.575925436,American_Beech.usd
68.73941065,6.208630776,3.586562262,Fraxinus.usd
53.48552044,28.46482166,6.121514324,Golden_Chain.usd
72.13083065,19.78904685,4.83541241,Blue_Berry_Elder.usd
8.723415544,13.03197334,10.28002143,Fraxinus.usd
35.68254498,83.95108185,11.86361652,American_Beech.usd
35.85193889,83.91708029,11.84517382,Common_Apple.usd
35.63711516,83.7553808,11.85703754,Common_Apple.usd
35.87117091,83.82648541,11.83819942,Fraxinus.usd
35.78111063,83.71437947,11.84067933,American_Beech.usd
57.30783086,53.2825472,10.66199838,Common_Apple.usd
51.60599298,93.58602658,10.67059022,Fraxinus.usd
69.98892919,64.94412107,7.603756536,American_Beech.usd
41.80642318,92.57124397,12.05885908,Blue_Berry_Elder.usd
76.9879343,39.2893609,5.003892921,American_Beech.usd
70.87502209,64.22251629,7.449533183,American_Beech.usd
70.73453391,64.0314648,7.487403365,Golden_Chain.usd
37.00418967,98.22356719,14.73290312,Common_Apple.usd
73.65790832,89.04402176,6.12616912,Fraxinus.usd
95.02327321,1.057969978,0.912762217,Common_Apple.usd
87.74467686,90.15582684,3.774150348,American_Beech.usd
64.27759371,69.50392044,9.80201953,Blue_Berry_Elder.usd
19.50018653,46.40008029,9.556927901,Golden_Chain.usd
70.62353475,65.95885111,7.380984428,Common_Apple.usd
87.98180453,76.15708934,3.920028959,American_Beech.usd
74.8825142,95.43379503,6.291834396,Blue_Berry_Elder.usd
41.16738702,84.8754069,11.28113903,Common_Apple.usd
40.16579291,97.0254449,13.20900984,Blue_Berry_Elder.usd
82.49526233,96.5634131,4.629572753,Blue_Berry_Elder.usd
100.352492,46.92177272,0.575811861,Golden_Chain.usd
97.11621179,8.605630131,0.586034462,Common_Apple.usd
67.50739108,48.21910121,6.636357345,Blue_Berry_Elder.usd
67.4828285,48.05058696,6.616680291,Fraxinus.usd
16.1538004,73.48138404,14.57040642,American_Beech.usd
92.12788231,14.88100587,0.73016078,American_Beech.usd
35.46728611,92.6907906,13.67344197,Blue_Berry_Elder.usd
93.54535241,91.11804641,2.860222526,Common_Apple.usd
13.30483713,74.20254862,15.24711388,American_Beech.usd
22.68858295,5.028732177,10.34416603,American_Beech.usd
10.64616604,20.63669621,9.822639996,American_Beech.usd
10.48402984,20.68593879,9.8128079,Blue_Berry_Elder.usd
87.35091685,93.76016387,3.984916792,Golden_Chain.usd
13.30602158,72.35246988,14.92060423,Fraxinus.usd
88.72774406,17.16483356,0.800122375,American_Beech.usd
6.24322635,81.34350764,17.13710397,Blue_Berry_Elder.usd
7.844322726,90.11002997,18.25717407,Golden_Chain.usd
18.89198375,4.912442221,11.34103358,Common_Apple.usd
28.94585676,75.47684905,11.98064639,American_Beech.usd
2.125401355,79.50299364,17.92527196,Fraxinus.usd
54.10743223,65.72715197,12.03876485,Fraxinus.usd
39.23434079,92.68398693,12.40733724,Fraxinus.usd
79.16424778,57.33277109,5.651074935,Fraxinus.usd
87.41126062,4.719439859,2.708329074,American_Beech.usd
15.50628407,89.79578356,16.19642086,Golden_Chain.usd
11.98467349,85.62129812,16.55443066,Fraxinus.usd
17.09721177,21.67839046,10.20328165,Fraxinus.usd
82.64864404,67.22897771,5.119006028,American_Beech.usd
99.52146979,44.74383728,0.701970869,Common_Apple.usd
47.28121619,68.15323344,11.16550291,Fraxinus.usd
68.04479706,2.044600494,3.502844026,Fraxinus.usd
67.96169645,2.232181484,3.504747263,Golden_Chain.usd
29.38743612,73.91864862,11.75431652,Fraxinus.usd
99.09717844,40.11825113,0.618813478,American_Beech.usd
88.19128118,95.21050273,3.959350522,American_Beech.usd
24.6188248,82.85732706,13.75812114,Common_Apple.usd
24.35307652,82.95902861,13.78028891,Fraxinus.usd
46.35650218,33.3596133,8.215692193,American_Beech.usd
34.71352655,62.44323717,9.846494438,Blue_Berry_Elder.usd
71.74254816,17.33045392,4.423205206,Blue_Berry_Elder.usd
71.99745036,12.22918446,3.272269588,Blue_Berry_Elder.usd
73.14402674,12.88035444,3.234988459,Blue_Berry_Elder.usd
73.75782012,12.98823555,3.097183645,American_Beech.usd
71.5980543,5.521364965,3.350200969,American_Beech.usd
84.96095555,12.34089105,1.525189629,Fraxinus.usd
87.81906115,10.40499027,1.759988677,Common_Apple.usd
90.10853518,11.48448755,1.454253651,American_Beech.usd
53.62868618,97.78510682,10.59674826,American_Beech.usd
54.51226462,92.66840395,10.20915714,Fraxinus.usd
82.96386365,96.67789534,4.309046169,Fraxinus.usd
91.38439201,93.99194936,3.271003561,Fraxinus.usd
88.22447429,98.83566526,4.044636939,Blue_Berry_Elder.usd
79.15767243,89.88944401,4.950719978,Fraxinus.usd
75.54974844,85.8493902,5.667804625,Fraxinus.usd
17.90271415,21.76241301,10.26045789,Common_Apple.usd
17.6412683,21.92206835,10.20638689,American_Beech.usd
91.41056853,20.70807034,0.561919578,Fraxinus.usd
9.578855785,49.6327406,10.16689712,Common_Apple.usd
9.79431582,49.71859352,10.1597849,Blue_Berry_Elder.usd
2.694491114,6.810525592,9.926988046,American_Beech.usd
2.593670703,6.912870765,9.917977294,Fraxinus.usd
12.09853509,7.652964167,11.2733784,Golden_Chain.usd
15.75392652,18.66898927,10.52364185,Golden_Chain.usd
27.97967765,27.10363987,10.42398688,Golden_Chain.usd
3.165659104,39.2345491,9.167524391,Blue_Berry_Elder.usd
61.12298605,4.100486518,4.195372955,Golden_Chain.usd
61.75759321,2.042726278,3.937004099,Golden_Chain.usd
62.34939805,6.321036594,3.983371922,Golden_Chain.usd
60.05084428,6.56915058,4.46521532,Common_Apple.usd
60.0251184,6.732473462,4.49343941,Fraxinus.usd
80.1864164,1.636941387,3.442325577,Golden_Chain.usd
80.17255104,1.731769761,3.421086537,American_Beech.usd
79.86213712,1.353515209,3.493173531,Fraxinus.usd
80.22019631,1.47047138,3.480138105,Golden_Chain.usd
82.36669621,4.463867657,3.062723836,American_Beech.usd
81.85152552,4.62642816,3.066950421,Fraxinus.usd
78.21678717,5.960230964,2.898805975,Blue_Berry_Elder.usd
78.33524407,5.984099771,2.913253271,American_Beech.usd
96.96054915,22.07843783,0.027157871,Fraxinus.usd
98.56932982,15.32052352,0.045541489,Common_Apple.usd
99.08706768,12.2307522,0.011422594,Common_Apple.usd
92.50440896,6.657221173,1.65675853,Fraxinus.usd
92.30952106,6.472217962,1.705481011,Common_Apple.usd
56.82280999,21.77987346,5.90902568,American_Beech.usd
53.50271261,27.58281871,6.088410771,Fraxinus.usd
53.77675621,27.48372845,6.069935384,American_Beech.usd
55.29020912,22.61351968,6.000873436,Fraxinus.usd
55.30009235,22.76112746,6.002470074,Golden_Chain.usd
21.29933162,28.72360764,9.758528754,Fraxinus.usd
21.17032809,29.37264339,9.680058167,American_Beech.usd
42.55426274,40.10906137,10.0844824,Blue_Berry_Elder.usd
64.792621,21.15574931,4.808397007,Fraxinus.usd
64.7628395,20.93768036,4.791319,Common_Apple.usd
67.24289635,23.59906609,5.040774343,Common_Apple.usd
67.31384878,23.39556199,5.048579298,American_Beech.usd
63.96169358,30.76255871,5.669705265,Common_Apple.usd
19.98343218,35.5143249,9.428695786,American_Beech.usd
22.05817033,39.55967948,9.271377442,Golden_Chain.usd
24.29977108,46.58103949,9.216209161,Common_Apple.usd
1.17076445,78.61189447,17.87069477,Blue_Berry_Elder.usd
3.09627411,81.44030186,18.008653,Common_Apple.usd
3.265575304,81.37541986,17.95225364,American_Beech.usd
3.504707162,81.32269676,17.88080766,Fraxinus.usd
3.745310637,83.65342519,18.21423299,Common_Apple.usd
15.5453872,96.0799736,16.98331477,Common_Apple.usd
12.40838733,90.66678626,17.09856954,Blue_Berry_Elder.usd
12.01950508,87.95785775,16.75971507,Fraxinus.usd
12.03946655,85.60274015,16.53908138,Golden_Chain.usd
11.79668569,85.59440578,16.61620207,Fraxinus.usd
11.75104215,85.53544259,16.62845214,Common_Apple.usd
13.24700386,94.29301061,17.1420344,Blue_Berry_Elder.usd
12.52928383,94.64143876,17.39989311,Golden_Chain.usd
16.01456077,73.51047993,14.62689315,Common_Apple.usd
16.09927533,73.35706227,14.57305494,Golden_Chain.usd
12.82536313,73.91777509,15.33379871,Common_Apple.usd
12.82962807,74.12138992,15.34279244,Common_Apple.usd
13.09515854,74.11627146,15.28023224,Golden_Chain.usd
73.13517638,86.40694646,6.1799309,Common_Apple.usd
74.2474738,93.251717,6.247683858,Fraxinus.usd
72.791994,96.24274416,6.905820867,Blue_Berry_Elder.usd
69.36676923,92.57083904,7.382382351,Common_Apple.usd
62.65407862,96.225732,9.107612823,Common_Apple.usd
63.25217064,87.23361842,8.891409078,Common_Apple.usd
63.2212994,87.30773254,8.91476039,Common_Apple.usd
60.26442245,91.93872074,9.671620977,Blue_Berry_Elder.usd
59.92707711,91.98862495,9.627169347,Golden_Chain.usd
41.77006189,94.25339853,12.23603332,Fraxinus.usd
22.9341551,98.12508758,15.93250622,Blue_Berry_Elder.usd
23.07776233,97.9706763,15.89801546,Golden_Chain.usd
22.89754743,97.95028209,15.92171982,Common_Apple.usd
24.45143486,99.4141208,15.85535668,Common_Apple.usd
48.58589166,83.22416541,10.88210247,Fraxinus.usd
47.64905834,85.7771422,10.87951267,Blue_Berry_Elder.usd
41.88395195,83.72773596,11.19744535,Common_Apple.usd
20.41115187,85.84606642,14.60208921,American_Beech.usd
18.32273085,75.1282344,14.03970486,Common_Apple.usd
22.38385899,77.04815936,13.52536822,Golden_Chain.usd
29.43031077,81.30598331,12.53860425,Fraxinus.usd
29.69289213,81.27370458,12.49210186,Golden_Chain.usd
27.21385756,80.92936424,13.12007528,American_Beech.usd
34.55218184,62.14416762,9.826499617,Common_Apple.usd
33.667505,61.12871617,9.738696036,Fraxinus.usd
81.73495164,20.19364426,2.942468504,Fraxinus.usd
81.85265028,20.38616271,2.936561268,Common_Apple.usd
81.68251881,20.30441976,2.973291116,American_Beech.usd
97.65656708,25.80858991,-0.134332259,Common_Apple.usd
82.1575043,23.2003211,3.421884562,Fraxinus.usd
82.28410432,23.29010609,3.365338995,American_Beech.usd
47.55032497,68.09844526,11.18290601,Blue_Berry_Elder.usd
49.53405348,63.28090212,11.68727277,Blue_Berry_Elder.usd
49.42313593,60.26477889,11.88203524,Blue_Berry_Elder.usd
55.46527412,57.91825084,11.92442935,Fraxinus.usd
57.05213764,58.17055052,11.56469262,Common_Apple.usd
56.5118531,56.66239928,11.53018927,Blue_Berry_Elder.usd
51.85997631,54.22569027,12.19787546,Blue_Berry_Elder.usd
51.71262252,54.42391069,12.21814118,Golden_Chain.usd
51.64156551,54.10722055,12.18828902,Common_Apple.usd
51.78469148,54.43341881,12.21978519,Fraxinus.usd
88.97105981,32.29454965,1.545147176,American_Beech.usd
88.86124545,32.29699086,1.533528443,American_Beech.usd
62.25388375,41.47838731,7.110335377,American_Beech.usd
64.38387134,39.64025667,6.420794697,American_Beech.usd
64.53088023,39.81316646,6.42534486,Golden_Chain.usd
64.42620335,39.65062308,6.417886589,Golden_Chain.usd
63.72104574,47.34142579,7.910413079,Golden_Chain.usd
69.7337447,45.70166248,6.296638903,Fraxinus.usd
63.83617702,49.02141394,7.856936504,Common_Apple.usd
64.01197647,50.3781155,8.050657278,Fraxinus.usd
64.9050856,50.1610866,7.655274835,Blue_Berry_Elder.usd
64.8455515,50.19622536,7.692621915,American_Beech.usd
66.31850482,50.18118418,7.424895088,Golden_Chain.usd
64.05050046,57.44620326,9.612451759,Fraxinus.usd
64.25884648,57.50040262,9.552336476,Blue_Berry_Elder.usd
64.21315558,57.40766806,9.569788751,Fraxinus.usd
64.03883692,57.31961398,9.62234084,Blue_Berry_Elder.usd
69.85902492,61.12116317,7.870975599,American_Beech.usd
60.85973419,35.80410823,6.459958081,American_Beech.usd
97.33184291,77.54369515,2.554549711,Fraxinus.usd
94.86961306,68.59754476,3.205542224,Blue_Berry_Elder.usd
